artist,song_title,release_date,release_title,release_type,track_position,recording_id,length_seconds
The Beatles,From Me to You,1963-05-06,From Me to You / Thank You Girl,Single,1-1,dc87225b-46bc-4a5d-837f-14e7eb8f2ca2,117
The Beatles,Thank You Girl,1963-05-06,From Me to You / Thank You Girl,Single,1-2,72e496b3-73e5-482a-99f8-5a0f9a844391,123
The Beatles,My Bonnie,1963-07-12,My Bonnie,Album,1-1,d77c43a1-7804-46ce-98c3-8da60ebba7ba,162
The Beatles,Cry for a Shadow,1963-07-12,My Bonnie,Album,1-2,9efd24e2-163c-4e66-8824-b0d8c262813a,143
The Beatles,The Saints,1963-07-12,My Bonnie,Album,1-3,bb0fc222-e480-48a5-89ec-a564efb3886a,199
The Beatles,Why,1963-07-12,My Bonnie,Album,1-4,46d31955-3b0b-4615-bcc7-832c4b666c0b,178
The Beatles,Twist and Shout,1963-07-12,Twist and Shout,Album,1-1,af6fb155-b03c-46ea-a44e-22ce394b2a46,153
The Beatles,A Taste of Honey,1963-07-12,Twist and Shout,Album,1-2,a6fbba57-6e43-4a8b-a017-c9c2cf64b282,125
The Beatles,Do You Want to Know a Secret,1963-07-12,Twist and Shout,Album,1-3,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de,120
The Beatles,There’s a Place,1963-07-12,Twist and Shout,Album,1-4,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb,113
The Beatles,Please Please Me,1963-01,Please Please Me / Ask Me Why,Single,1-1,875c1cf7-f568-4f0d-b5e3-bc8a7614269a,121
The Beatles,Ask Me Why,1963-01,Please Please Me / Ask Me Why,Single,1-2,c8da403f-3c34-48b0-ae9e-7aa419df07c3,142
The Beatles,From Me to You,1963-09-06,The Beatles’ Hits,Album,1-1,dc87225b-46bc-4a5d-837f-14e7eb8f2ca2,117
The Beatles,Thank You Girl,1963-09-06,The Beatles’ Hits,Album,1-2,72e496b3-73e5-482a-99f8-5a0f9a844391,123
The Beatles,Please Please Me,1963-09-06,The Beatles’ Hits,Album,1-3,875c1cf7-f568-4f0d-b5e3-bc8a7614269a,121
The Beatles,Love Me Do,1963-09-06,The Beatles’ Hits,Album,1-4,1f518811-7cf9-4bdc-a656-0958e130f312,141
The Beatles,Twist and Shout,1963-07-12,Twist and Shout,Album,1-1,af6fb155-b03c-46ea-a44e-22ce394b2a46,153
The Beatles,A Taste of Honey,1963-07-12,Twist and Shout,Album,1-2,a6fbba57-6e43-4a8b-a017-c9c2cf64b282,125
The Beatles,Do You Want to Know a Secret,1963-07-12,Twist and Shout,Album,1-3,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de,120
The Beatles,There’s a Place,1963-07-12,Twist and Shout,Album,1-4,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb,113
The Beatles,Roll Over Beethoven,1963-12-09,Roll Over Beethoven / Please Mr. Postman,Single,1-1,706be20f-e062-4569-94cc-25842dc0a625,167
The Beatles,Please Mister Postman,1963-12-09,Roll Over Beethoven / Please Mr. Postman,Single,1-2,d6760a03-b4fe-429b-ac0e-f49416a12409,155
The Beatles,Love Me Do,1963-02-18,Love Me Do / P.S. I Love You,Single,1-1,f87eb4dd-7e3c-4365-a3c8-f144696f5952,143
The Beatles,P.S. I Love You,1963-02-18,Love Me Do / P.S. I Love You,Single,1-2,c84e23aa-20d9-45df-85cb-a6ecdba6e44e,124
The Beatles,Please Please Me,1963-02-07,Please Please Me / Ask Me Why,Single,1-1,875c1cf7-f568-4f0d-b5e3-bc8a7614269a,121
The Beatles,Ask Me Why,1963-02-07,Please Please Me / Ask Me Why,Single,1-2,c8da403f-3c34-48b0-ae9e-7aa419df07c3,142
The Beatles,She Loves You,1963,She Loves You / I’ll Get You,Single,1-1,21047249-7b3f-4651-acca-246669c081fd,141
The Beatles,I’ll Get You,1963,She Loves You / I’ll Get You,Single,1-2,5de0bb62-d0aa-47f1-9d04-e7911a7ffdc5,125
The Beatles,Please Please Me,1963-02-21,Please Please Me,Single,1-1,b720b11f-2c00-4f48-83b9-4aa9d3207e8c,122
The Beatles,Ask Me Why,1963-02-21,Please Please Me,Single,1-2,c8da403f-3c34-48b0-ae9e-7aa419df07c3,142
The Beatles,It Won’t Be Long,1963,With The Beatles,Album,1-1,d51d3d1f-7f92-4a8b-91df-f37c3a93d145,133
The Beatles,All I’ve Got to Do,1963,With The Beatles,Album,1-2,3129b2ee-03fe-477c-92f7-e275b96f5071,125
The Beatles,All My Loving,1963,With The Beatles,Album,1-3,64a9d79b-5eee-4f8e-a43f-3402830174fb,129
The Beatles,Don’t Bother Me,1963,With The Beatles,Album,1-4,ae2c5d82-1295-4f2a-8680-8bd42e61281a,149
The Beatles,Little Child,1963,With The Beatles,Album,1-5,542e40c8-f83c-430b-bd44-d0c20e9b8c92,108
The Beatles,Till There Was You,1963,With The Beatles,Album,1-6,7d61f681-36ea-44cf-9de1-84c0241de96d,137
The Beatles,Please Mister Postman,1963,With The Beatles,Album,1-7,62ebf874-f6ba-4df9-9a4a-944aebf1f07b,155
The Beatles,Roll Over Beethoven,1963,With The Beatles,Album,1-8,e44e7ccd-3297-48ed-8611-0beb6087d92d,168
The Beatles,Hold Me Tight,1963,With The Beatles,Album,1-9,47c5356f-b40f-4369-82d4-b0238eb78f6a,153
The Beatles,You Really Got a Hold on Me,1963,With The Beatles,Album,1-10,4dc2450f-4353-441f-baa4-e3b0d31562fa,183
The Beatles,I Wanna Be Your Man,1963,With The Beatles,Album,1-11,573b70bd-9ac3-4600-8092-00e483046d3e,120
The Beatles,Devil in Her Heart,1963,With The Beatles,Album,1-12,8b090b49-76a0-4ef0-8270-22ccc60b272f,148
The Beatles,Not a Second Time,1963,With The Beatles,Album,1-13,02e355fc-e422-4aa3-acfa-089c35ecc128,127
The Beatles,Money (That’s What I Want),1963,With The Beatles,Album,1-14,efc73dc2-b2a5-451b-95a8-1712009005a4,169
The Beatles,I Saw Her Standing There,1964-01-10,Introducing… The Beatles,Album,1-1,da77d23c-3acb-4b3d-9596-24aa55f03ece,175
The Beatles,Misery,1964-01-10,Introducing… The Beatles,Album,1-2,b5b2c4ce-4c7d-4fa9-99ab-96cc10e767f1,105
The Beatles,Anna (Go to Him),1964-01-10,Introducing… The Beatles,Album,1-3,db567516-40c0-46b0-9198-a196b8d2a19c,177
The Beatles,Chains,1964-01-10,Introducing… The Beatles,Album,1-4,b4e7e5e2-69a5-423c-be62-6a888d07ccb6,146
The Beatles,Boys,1964-01-10,Introducing… The Beatles,Album,1-5,64e7b8ca-2fa2-47ae-8f6a-e3ebf835e2da,147
The Beatles,Love Me Do,1964-01-10,Introducing… The Beatles,Album,1-6,1f518811-7cf9-4bdc-a656-0958e130f312,141
The Beatles,P.S. I Love You,1964-01-10,Introducing… The Beatles,Album,1-7,c84e23aa-20d9-45df-85cb-a6ecdba6e44e,124
The Beatles,Baby It’s You,1964-01-10,Introducing… The Beatles,Album,1-8,f9b03c87-41da-4e69-b97d-500d587e3703,160
The Beatles,Do You Want to Know a Secret,1964-01-10,Introducing… The Beatles,Album,1-9,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de,120
The Beatles,A Taste of Honey,1964-01-10,Introducing… The Beatles,Album,1-10,a6fbba57-6e43-4a8b-a017-c9c2cf64b282,125
The Beatles,There’s a Place,1964-01-10,Introducing… The Beatles,Album,1-11,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb,113
The Beatles,Twist and Shout,1964-01-10,Introducing… The Beatles,Album,1-12,af6fb155-b03c-46ea-a44e-22ce394b2a46,153
The Beatles,I Saw Her Standing There,1963-04,Please Please Me,Album,1-1,da77d23c-3acb-4b3d-9596-24aa55f03ece,175
The Beatles,Misery,1963-04,Please Please Me,Album,1-2,c91fd146-01cb-4673-b653-d0845c05e164,110
The Beatles,Anna (Go to Him),1963-04,Please Please Me,Album,1-3,db567516-40c0-46b0-9198-a196b8d2a19c,177
The Beatles,Chains,1963-04,Please Please Me,Album,1-4,b4e7e5e2-69a5-423c-be62-6a888d07ccb6,146
The Beatles,Boys,1963-04,Please Please Me,Album,1-5,64e7b8ca-2fa2-47ae-8f6a-e3ebf835e2da,147
The Beatles,Ask Me Why,1963-04,Please Please Me,Album,1-6,04532aae-d0cb-403c-8e09-7ea1716a124c,147
The Beatles,Please Please Me,1963-04,Please Please Me,Album,1-7,875c1cf7-f568-4f0d-b5e3-bc8a7614269a,121
The Beatles,Love Me Do,1963-04,Please Please Me,Album,1-8,1f518811-7cf9-4bdc-a656-0958e130f312,141
The Beatles,P.S. I Love You,1963-04,Please Please Me,Album,1-9,c84e23aa-20d9-45df-85cb-a6ecdba6e44e,124
The Beatles,Baby It’s You,1963-04,Please Please Me,Album,1-10,f9b03c87-41da-4e69-b97d-500d587e3703,160
The Beatles,Do You Want to Know a Secret,1963-04,Please Please Me,Album,1-11,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de,120
The Beatles,A Taste of Honey,1963-04,Please Please Me,Album,1-12,a6fbba57-6e43-4a8b-a017-c9c2cf64b282,125
The Beatles,There’s a Place,1963-04,Please Please Me,Album,1-13,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb,113
The Beatles,Twist and Shout,1963-04,Please Please Me,Album,1-14,af6fb155-b03c-46ea-a44e-22ce394b2a46,153
